timestamp,greenhouse_id,temp,humidity,light,co2,irrigation,fertilizer_ec,ph,canopy_temp,temp_24h_mean,light_24h_sum,co2_24h_mean,irrigation_24h_sum,growth_index,yield_now,yield_next_24h
2024/1/1 0:00,1,17.77714965,83.5015413,386.4896191,819.1825186,0,2.154289587,6.37374151,18.0447984,17.77714965,386.4896191,819.1825186,0,2.587699246,4.194553945,7.181581482
2024/1/1 1:00,1,18.09775835,75.90031992,1192.083687,811.6048296,0,2.166754176,6.383309311,17.98820795,17.937454,1578.573306,815.3936741,0,2.8175919,4.47431305,7.282481871
2024/1/1 2:00,1,18.77385169,76.28343743,0,798.1446805,0,2.261871987,6.429130229,20.2976469,18.21625323,1578.573306,809.6440096,0,2.972653781,4.636773241,7.166033538
2024/1/1 3:00,1,19.71877131,78.86050546,1188.567854,777.764029,0,2.264705283,6.363038637,19.96454742,18.59188275,2767.14116,801.6740144,0,2.984705111,4.533348126,7.035318304
2024/1/1 4:00,1,20.7397347,78.69046618,0,763.6533593,0,2.524871086,6.473399598,20.73368706,19.02145314,2767.14116,794.0698834,0,3.025155546,4.588204376,7.293384358
2024/1/1 5:00,1,23.3274703,77.32143399,1109.753315,709.3980265,0,2.283734146,6.462150191,23.19415262,19.73912267,3876.894475,779.9579073,0,3.237239309,4.448511551,7.449952494
2024/1/1 6:00,1,22.58931127,72.50280767,0,717.2803586,0,2.421546586,6.47249462,23.32216039,20.14629247,3876.894475,771.0039717,0,3.238466411,4.318349436,7.281349302
2024/1/1 7:00,1,25.56474721,72.11581875,5773.943322,655.5102807,0,2.339242266,6.42383488,26.504606,20.82359931,9650.837797,756.5672604,0,3.317250062,4.545137388,7.221666492
2024/1/1 8:00,1,27.11042682,68.45876599,13553.39457,681.3336711,2.110644206,2.470673366,6.433513296,27.19529487,21.5221357,23204.23237,748.2079727,2.110644206,4.000153431,4.77327265,7.316616431
2024/1/1 9:00,1,27.83866402,77.47817222,16624.84063,647.3851343,0,2.495531364,6.370911143,28.31431839,22.15378853,39829.073,738.1256888,2.110644206,4.124696816,4.951788441,7.24971441
2024/1/1 10:00,1,28.71960676,67.82358344,21060.97542,607.2612574,0,2.412840419,6.483538113,28.90390343,22.7506811,60890.04842,726.2289223,2.110644206,4.894819515,5.406738271,7.090752057
2024/1/1 11:00,1,28.15478784,68.23050006,25589.60971,643.0734922,0,2.459789877,6.519403795,28.780593,23.20102333,86479.65813,719.2993032,2.110644206,5.081460105,5.483724652,7.289570169
2024/1/1 12:00,1,28.10501127,65.88513047,24581.11028,597.3317628,0,2.460216698,6.468271447,28.72345938,23.57825317,111060.7684,709.9171847,2.110644206,5.70966746,6.155268562,7.471061727
2024/1/1 13:00,1,28.30861317,63.43845237,23695.01134,628.0777075,0,2.504216405,6.451507898,28.48770226,23.91613603,134755.7798,704.0715077,2.110644206,6.27881453,6.189954086,7.230610685
2024/1/1 14:00,1,29.50572949,68.21252714,22011.33563,642.7764563,1.273698989,2.486726203,6.4625412,29.238221,24.28877559,156767.1154,699.985171,3.384343195,6.566767415,6.931512847,7.659083652
2024/1/1 15:00,1,29.17278134,68.56652918,18091.16641,656.4832998,0,2.549932391,6.525239716,29.20531013,24.59402595,174858.2818,697.266304,3.384343195,7.169568415,7.127067676,7.399059679
2024/1/1 16:00,1,26.7994793,68.4308172,14234.99324,638.8733599,0,2.41619942,6.581785832,27.53422214,24.7237585,189093.275,693.831425,3.384343195,7.594883844,7.415639024,7.071672055
2024/1/1 17:00,1,24.50771079,72.88286189,5917.945411,654.4475271,0,2.536745804,6.423241027,25.03513598,24.71175585,195011.2204,691.6434306,3.384343195,7.541064501,7.01364474,7.49745326
2024/1/1 18:00,1,24.16309232,74.3019424,0,691.7818272,0,2.583508849,6.508180109,24.52039431,24.68287882,195011.2204,691.6507147,3.384343195,7.384341335,7.099839556,7.204914021
2024/1/1 19:00,1,22.79371705,80.18455451,3098.635328,726.5128862,0,2.59411659,6.412310434,23.21137036,24.58842073,198109.8558,693.3938232,3.384343195,7.518926575,6.932482836,7.098399519
2024/1/1 20:00,1,22.2061712,76.53642045,792.8090831,784.3464064,0,2.509428967,6.530537859,22.79668651,24.47498028,198902.6649,697.7248986,3.384343195,7.511424513,7.175797315,7.466710643
2024/1/1 21:00,1,19.15763593,82.98450857,1641.766862,788.8507056,0,2.399343504,6.454377087,19.27583702,24.23328281,200544.4317,701.8669808,3.384343195,7.797338658,6.944826197,7.454710238
2024/1/1 22:00,1,19.95250862,84.80346287,561.0235613,806.7150584,0,2.372318102,6.502906691,20.10545218,24.04716219,201105.4553,706.4255928,3.384343195,7.780122183,7.499148591,7.247101941
2024/1/1 23:00,1,18.21960002,84.62837632,0,821.4282519,0,2.479393571,6.635917888,18.93478402,23.8043471,201105.4553,711.2173703,3.384343195,7.412059446,6.942226281,7.160281924
2024/1/2 0:00,1,17.58455017,82.6179617,0,818.3491365,0,2.44987703,6.495818475,18.1013422,23.79632212,200718.9657,711.182646,3.384343195,7.497531105,7.181581482,7.356678112
2024/1/2 1:00,1,19.47231791,81.30053687,1035.724589,817.3329818,0,2.404708388,6.459763686,19.83546122,23.85359544,200562.6066,711.421319,3.384343195,7.607586035,7.282481871,7.355676686
2024/1/2 2:00,1,19.94763476,81.86368625,859.3547612,827.2751056,0,2.514407214,6.46889845,20.54001625,23.90250307,201421.9613,712.6350868,3.384343195,7.751843311,7.166033538,7.594196054
2024/1/2 3:00,1,20.21522917,82.54225798,1382.703088,746.5129766,0,2.363819685,6.557772758,21.26803101,23.92318881,201616.0966,711.3329596,3.384343195,7.627965842,7.035318304,7.4472513
2024/1/2 4:00,1,21.45323368,79.34730457,131.9830122,775.7174862,0,2.499306789,6.515942305,22.52817621,23.95291793,201748.0796,711.8356315,3.384343195,7.82076761,7.293384358,7.326068393
2024/1/2 5:00,1,23.20614125,77.35557859,314.6819413,705.8110258,0,2.303598617,6.526774392,23.10583389,23.94786256,200953.0082,711.6861732,3.384343195,7.790299045,7.449952494,7.328598771
2024/1/2 6:00,1,23.67796547,73.36762898,0,722.8522501,0,2.278550378,6.525362485,24.01215275,23.99322315,200953.0082,711.9183353,3.384343195,7.828031449,7.281349302,7.165491214
2024/1/2 7:00,1,24.73591581,76.53468383,6728.002163,706.9535215,0,2.474258579,6.643513884,24.72756709,23.95868851,201907.067,714.0618037,3.384343195,7.46227001,7.221666492,6.96970955
2024/1/2 8:00,1,27.30042278,72.77620078,12621.43677,684.9714869,0.843096264,2.267046143,6.495220701,28.21963068,23.966605,200975.1092,714.2133793,2.116795253,7.57407636,7.316616431,7.153574739
2024/1/2 9:00,1,25.9099024,67.11788389,19774.49644,648.9949167,0,2.148667529,6.544999656,26.28276364,23.88623994,204124.765,714.2804536,2.116795253,7.801286016,7.24971441,7.246679501
2024/1/2 10:00,1,28.79610676,70.94209975,22206.65545,685.9213789,0,2.193635141,6.623631792,28.76537405,23.88942744,205270.4451,717.5579587,2.116795253,7.506009334,7.090752057,7.039092876
2024/1/2 11:00,1,27.51536773,66.38339933,26497.81731,636.1595169,1.477458048,2.217737242,6.468903855,27.64233107,23.86278493,206178.6527,717.2698764,3.594253301,7.751536385,7.289570169,7.058528307
2024/1/2 12:00,1,29.94412851,70.01244536,24949.17026,622.2780172,0,2.232398041,6.653123904,30.46753207,23.93941482,206546.7126,718.3093036,3.594253301,7.718268167,7.471061727,7.067080568
2024/1/2 13:00,1,29.26709406,66.47073541,24324.48642,652.8246378,0,2.276296538,6.442794345,29.81753199,23.97935152,207176.1877,719.3404257,3.594253301,7.809086961,7.230610685,7.272887565
2024/1/2 14:00,1,27.54769446,73.05437671,22578.11814,646.4119146,2.236288029,2.108990925,6.534041578,28.22342532,23.89776673,207742.9702,719.4919032,4.556842341,8.043473334,7.659083652,6.733922621
2024/1/2 15:00,1,27.4112869,67.49183868,17354.348,681.1513714,0,2.168859417,6.559232811,28.492307,23.82437113,207006.1518,720.5197395,4.556842341,7.899318696,7.399059679,7.236602033
2024/1/2 16:00,1,25.7059137,72.89617246,13265.34925,656.1664376,0,2.043857739,6.481629972,25.49084506,23.77880589,206036.5078,721.2402844,4.556842341,7.694668924,7.071672055,7.07495673
2024/1/2 17:00,1,25.93331947,76.51588292,6046.319512,683.0162291,0,2.147689248,6.544651378,26.53796869,23.83820625,206164.8819,722.430647,4.556842341,8.164112613,7.49745326,6.915296765
2024/1/2 18:00,1,24.25523676,73.92861895,492.2644579,710.6660601,0,1.984542345,6.575045325,24.79403515,23.84204561,206657.1464,723.21749,4.556842341,8.049689519,7.204914021,6.81667209
2024/1/2 19:00,1,24.08948898,74.25979475,0,763.577932,0,2.07819471,6.577593505,24.90615406,23.8960361,203558.5111,724.7618669,4.556842341,7.939485396,7.098399519,6.984843495
2024/1/2 20:00,1,21.19987697,76.46114991,194.2303047,736.9905937,0,1.941123941,6.539990219,22.08992486,23.85410718,202959.9323,722.788708,4.556842341,7.913807661,7.466710643,7.318812832
2024/1/2 21:00,1,19.91703181,81.39346872,0,749.9326691,0,1.947312512,6.56040158,20.51450669,23.88574867,201318.1654,721.1671232,4.556842341,7.829651381,7.454710238,7.428644531
2024/1/2 22:00,1,19.00271672,82.21261391,0,748.0150745,0,1.995059272,6.538144848,19.21533903,23.84617401,200757.1419,718.7212905,4.556842341,7.756589545,7.247101941,7.117133842
2024/1/2 23:00,1,20.06033023,84.57584151,0,790.7182974,0,1.931161696,6.548408638,20.15931848,23.9228711,200757.1419,717.4417091,4.556842341,7.590312609,7.160281924,6.941508451
2024/1/3 0:00,1,19.01084437,80.63620848,778.0748188,832.2381093,0,1.995403898,6.569789595,19.46734031,23.98230003,201535.2167,718.0204163,4.556842341,8.120434418,7.356678112,6.889456129
2024/1/3 1:00,1,18.60206402,82.99192365,169.9698826,793.6356051,0,1.967947527,6.551151493,18.7928601,23.94603945,200669.462,717.0330256,4.556842341,7.872172374,7.355676686,6.54610945
